('mln', 0.7809213931717124)
('pct', 0.707569855019176)
('bank', 0.7044285987096073)
('dlr', 0.6964694012941862)
('billion', 0.6258977875219178)
('year', 0.5362299936268434)
('share', 0.5341050542494992)
('ct', 0.522378014946677)
('will', 0.5210009536771131)
('loss', 0.4784991662027149)
('trade', 0.4715304189816598)
('market', 0.4614585002041238)
('compani', 0.45762669745813817)
('net', 0.4549516454429717)
('price', 0.4353142733338132)
('rate', 0.40422488161064746)
('stock', 0.4010873126156258)
('oil', 0.3812322258830669)
('offer', 0.3716371881586181)
('shr', 0.3661111765362786)
('sale', 0.3581132727978006)
('profit', 0.3475544516910058)
('debt', 0.34437788977756356)
(u'oper', 0.3277207523659061)
('product', 0.31975058637415443)
('corp', 0.31735639023034645)
('tonn', 0.31628111275976445)
('govern', 0.3093031578683392)
('issu', 0.3085356534928015)
('export', 0.3069366970036929)
('unit', 0.30275399134831493)
('japan', 0.29987284718591034)
('offici', 0.296172387467791)
(u'industri', 0.28519516235732556)
('two', 0.2816756865436843)
('plan', 0.2812399080237851)
('month', 0.2811540674774203)
('expect', 0.2811117396432533)
('exchang', 0.2803653850357287)
('dollar', 0.2800756707401739)
('report', 0.27997782342339755)
('tax', 0.2789660413980734)
('loan', 0.27354138281941254)
('increas', 0.2709278378299622)
('group', 0.26510690933020925)
('bond', 0.2635116917444241)
('week', 0.26301533805371785)
('secur', 0.2576805278750768)
('interest', 0.2565646545675169)
('quarter', 0.2539226000807388)
('march', 0.25339701105055745)
('foreign', 0.2517298967850256)
('april', 0.25148780236480395)
(u'februari', 0.2478293937829368)
('state', 0.24733443441905753)
('agreement', 0.24568464251884448)
('system', 0.24513927335127622)
('meet', 0.23850882575323243)
('manag', 0.23271001719165377)
(u'intern', 0.23183370166519984)
(u'countri', 0.23084725104837503)
('propos', 0.22908736970407992)
('analyst', 0.22904598345162722)
('nation', 0.22789199933378848)
('total', 0.22487038592040587)
('includ', 0.22449771971524904)
('japanes', 0.22446939134252453)
('rise', 0.22358133263143684)
('three', 0.22110643482847192)
('presid', 0.21924077520375373)
(u'januari', 0.21726942961526288)
('financ', 0.2165088101553759)
('note', 0.21575988221078815)
('econom', 0.21417615746885996)
('contract', 0.2131330892552891)
('world', 0.21078179128019375)
('cut', 0.2096452376306282)
('term', 0.2095747581566739)
('rev', 0.20902785650999053)
('invest', 0.20864350476622773)
(u'current', 0.2045280413616819)
('stg', 0.20300626267828004)
('told', 0.20296103305435503)
('credit', 0.20280535811722059)
('firm', 0.20177401137195036)
('yen', 0.2015543816787299)
('import', 0.20145196355994344)
('qtr', 0.20064678703675037)
(u'gener', 0.19952887472300435)
('fund', 0.19950202124691954)
('financi', 0.1993145383512432)
('minist', 0.19921782878359412)
('today', 0.19910097144482322)
('futur', 0.19866076052404194)
('sourc', 0.1982149886592396)
('develop', 0.1978575327853867)
('franc', 0.19784985011511674)
('rose', 0.197577673181391)
('sell', 0.19694754135573342)
('american', 0.19694549098121353)
('buy', 0.19689125598258755)
('day', 0.19687259587595984)
('common', 0.1921273853312132)
('busi', 0.19147948382068414)
('reserv', 0.19006224300221647)
('board', 0.18917051058606185)
(u'use', 0.18879457727776477)
('produc', 0.18776749525779432)
('earn', 0.18746247472609193)
('growth', 0.1873681379886784)
('set', 0.18710831579175677)
('servic', 0.18689347247574228)
('time', 0.1853776632094615)
('capit', 0.18504619097334413)
(u'currenc', 0.18366626947467787)
(u'feder', 0.18279794745581127)
('mark', 0.1820950655735021)
('major', 0.18171484506432722)
('budget', 0.1813442111053111)
('continu', 0.18067971999333612)
('approv', 0.17996038844103016)
('close', 0.17751977706337016)
('record', 0.17704708040594783)
('spokesman', 0.1765671514239463)
('bill', 0.17338245245326253)
('hous', 0.17263802833523406)
('program', 0.17087434955313727)
('talk', 0.17026068325061017)
('pay', 0.16874356739426188)
(u'polici', 0.16838672941488628)
('deficit', 0.16714633956624939)
('payment', 0.1668343441436634)
('rais', 0.16639221348234398)
('plant', 0.16591124210508965)
('hold', 0.16561294818183267)
('money', 0.16532832052389942)
('cost', 0.16521204196031275)
('point', 0.1648367085290146)
('west', 0.1645458218696539)
('earlier', 0.16410989565399603)
('base', 0.16381177953375117)
(u'take', 0.16374500932830868)
('lower', 0.16320067259927165)
('declin', 0.16311963853509298)
