('reuter', 18896)
('dlr', 8860)
('mln', 8590)
('will', 7236)
('year', 7187)
('pct', 6264)
('compani', 6163)
('corp', 5364)
('share', 4150)
('market', 3881)
('two', 3744)
('ct', 3614)
('bank', 3560)
('billion', 3442)
('price', 3432)
('net', 3356)
('stock', 3277)
('unit', 3090)
('expect', 3014)
('trade', 2968)
('sale', 2953)
('month', 2834)
('includ', 2716)
('april', 2681)
('report', 2656)
(u'oper', 2611)
(u'industri', 2597)
('increas', 2561)
('rate', 2541)
('shr', 2533)
('three', 2530)
('product', 2528)
('plan', 2513)
('offer', 2492)
('march', 2415)
('told', 2396)
(u'intern', 2359)
('exchang', 2349)
('group', 2298)
('issu', 2296)
('qtr', 2276)
('note', 2271)
('govern', 2262)
('week', 2257)
('total', 2210)
('offici', 2205)
('interest', 2199)
('secur', 2121)
(u'current', 2110)
('state', 2103)
('today', 2093)
('agreement', 2080)
('set', 2074)
('term', 2073)
('loss', 2039)
('sell', 1960)
('manag', 1958)
('nation', 1910)
('meet', 1880)
('presid', 1851)
(u'use', 1838)
('record', 1811)
('profit', 1791)
('time', 1790)
('financ', 1773)
('buy', 1767)
('continu', 1758)
(u'gener', 1749)
('system', 1731)
(u'countri', 1726)
('debt', 1715)
('major', 1685)
('rise', 1682)
('pay', 1649)
('develop', 1647)
('financi', 1623)
('common', 1608)
('foreign', 1597)
('export', 1596)
('invest', 1579)
('day', 1579)
('board', 1568)
('base', 1537)
('busi', 1508)
('servic', 1496)
('oil', 1496)
('rev', 1495)
('propos', 1492)
(u'take', 1489)
('close', 1488)
('announc', 1488)
('end', 1481)
('earlier', 1474)
('agre', 1468)
('capit', 1443)
('approv', 1438)
('firm', 1423)
('call', 1411)
('hold', 1406)
('rais', 1404)
(u'feder', 1396)
('statement', 1386)
('tax', 1383)
('fund', 1377)
('chairman', 1377)
(u'februari', 1369)
('declin', 1365)
('minist', 1346)
('lead', 1345)
('cut', 1342)
('period', 1342)
('quarter', 1337)
('econom', 1326)
('spokesman', 1321)
('compar', 1321)
('level', 1315)
('japan', 1315)
('purchas', 1307)
('loan', 1297)
('commiss', 1294)
('remain', 1274)
('world', 1268)
('chang', 1251)
('american', 1250)
('reduc', 1250)
('credit', 1247)
('dollar', 1239)
('rose', 1237)
('produc', 1234)
('lower', 1218)
(u'januari', 1216)
('fall', 1215)
('june', 1201)
('receiv', 1200)
('annual', 1194)
('cost', 1189)
('cash', 1187)
('own', 1186)
(u'subsidiari', 1184)
('acquir', 1183)
('complet', 1173)
('open', 1160)
('sourc', 1149)
('gain', 1143)
('public', 1142)
('payment', 1135)
('start', 1131)
('estim', 1131)
('sharehold', 1131)
('yesterday', 1119)
('higher', 1112)
('high', 1106)
('earn', 1097)
('futur', 1093)
('long', 1091)
('addit', 1090)
('point', 1085)
('bond', 1078)
('work', 1075)
('valu', 1068)
('talk', 1063)
('move', 1057)
('reserv', 1051)
('hous', 1042)
('contract', 1037)
('program', 1032)
('depart', 1024)
('provid', 1021)
('amount', 1014)
('offic', 1012)
('investor', 1011)
('acquisit', 1001)
(u'associ', 1000)
('account', 996)
('prior', 993)
('dividend', 989)
('west', 984)
('tonn', 982)
('import', 981)
('growth', 979)
(u'file', 972)
('privat', 972)
('central', 971)
('well', 967)
('support', 962)
('help', 961)
('asset', 961)
('non', 949)
(u'polici', 945)
('sign', 939)
('domest', 937)
('outstand', 930)
('demand', 929)
('figur', 929)
(u'earli', 928)
('york', 928)
('seek', 925)
('effect', 922)
('allow', 913)
('money', 913)
('repres', 911)
(u'currenc', 910)
('control', 906)
('ago', 905)
('fell', 902)
('th', 897)
('member', 896)
('posit', 894)
('decemb', 889)
('sold', 888)
('reach', 888)
('deal', 881)
('requir', 881)
(u'commun', 870)
(u'suppli', 859)
('execut', 859)
('good', 859)
('improv', 854)
('held', 849)
('negoti', 844)
('japanes', 842)
('averag', 841)
('agricultur', 834)
(u'juli', 833)
('european', 831)
('third', 824)
('second', 823)
('director', 822)
('analyst', 817)
('initi', 817)
('full', 814)
('action', 812)
(u'news', 801)
(u'treasuri', 797)
('comment', 795)
(u'corpor', 793)
('order', 791)
(u'economi', 789)
('commerci', 780)
('manufactur', 774)
('canada', 774)
('basi', 770)
('drop', 768)
('problem', 766)
('chief', 763)
('limit', 762)
('incom', 760)
('franc', 757)
('div', 753)
('result', 752)
(u'agenc', 752)
('senior', 749)
('option', 747)
('consid', 746)
('revenu', 744)
('project', 742)
('mth', 740)
('half', 736)
(u'activ', 731)
('decis', 730)
('way', 729)
('institut', 726)
('plant', 726)
('bid', 725)
('want', 723)
(u'rule', 722)
('ask', 721)
('detail', 719)
('rang', 712)
('convert', 711)
('area', 710)
('previou', 710)
('committe', 707)
('union', 706)
('short', 704)
('forc', 703)
('dealer', 702)
('number', 701)
('low', 700)
('discuss', 699)
('yen', 698)
('bill', 698)
('form', 697)
('septemb', 689)
('see', 689)
('measur', 689)
('avg', 688)
(u'ministri', 688)
('deficit', 683)
('stake', 683)
('london', 681)
('reflect', 680)
('underwrit', 675)
('adjust', 675)
('charg', 674)
('rd', 672)
(u'author', 667)
('plc', 665)
('cover', 663)
('condit', 660)
('strong', 658)
('st', 657)
(u'indic', 655)
('within', 654)
('tender', 653)
('budget', 651)
(u'secretari', 649)
('prefer', 647)
('fiscal', 645)
('administr', 645)
('transact', 640)
('largest', 638)
('late', 638)
('inc', 637)
('power', 636)
('confer', 634)
('mark', 632)
('concern', 629)
(u'make', 619)
('larg', 619)
('trader', 614)
('sector', 612)
('balanc', 612)
('respons', 603)
('one', 599)
(u'qtli', 598)
('reagan', 594)
('joint', 594)
('involv', 590)
('schedul', 587)
('accept', 586)
('save', 585)
('south', 584)
('final', 583)
('forecast', 576)
(u'energi', 575)
('whether', 572)
('stg', 572)
('target', 571)
('comput', 567)
('standard', 565)
('decid', 563)
('subject', 562)
('prime', 562)
('list', 561)
('return', 561)
('ga', 560)
('canadian', 560)
('washington', 556)
('without', 555)
('hope', 549)
('worth', 548)
('bought', 547)
('british', 545)
(u'vote', 543)
('consum', 543)
(u'equiti', 542)
(u'technolog', 541)
('head', 541)
('custom', 541)
('effort', 538)
('local', 537)
('vice', 537)
('special', 536)
('post', 535)
('ltd', 534)
('competit', 532)
('led', 530)
('combin', 529)
