('mln', 23322)
('dlrs', 18506)
('reuter', 17866)
('pct', 14855)
('will', 12881)
('year', 12870)
('compani', 10106)
('bank', 9725)
('billion', 8995)
('share', 8716)
('cts', 8524)
('market', 6778)
('price', 5947)
('net', 5843)
('trade', 5763)
('loss', 5481)
('stock', 5394)
('corp', 5353)
('sale', 4656)
('rate', 4616)
('oper', 4350)
('offer', 4207)
('two', 4155)
('shr', 4019)
('month', 3917)
('profit', 3901)
('product', 3733)
('expect', 3676)
('govern', 3651)
('report', 3460)
('unit', 3397)
('issu', 3370)
('increas', 3340)
('april', 3286)
('industri', 3276)
('oil', 3253)
('exchang', 3251)
('debt', 3227)
('plan', 3193)
('offici', 3120)
('week', 3111)
('includ', 3091)
('secur', 2992)
('march', 2991)
('interest', 2948)
('group', 2929)
('export', 2885)
('state', 2824)
('three', 2717)
('quarter', 2675)
('note', 2663)
('agreement', 2656)
('total', 2652)
('tax', 2645)
('manag', 2639)
('intern', 2619)
('dlr', 2572)
('loan', 2516)
('tonn', 2505)
('foreign', 2505)
('told', 2456)
('system', 2450)
('meet', 2438)
('rev', 2420)
('term', 2360)
('countri', 2337)
('presid', 2299)
('current', 2295)
('nation', 2286)
('japan', 2279)
('today', 2271)
('februari', 2238)
('dollar', 2208)
('propos', 2205)
('financ', 2196)
('invest', 2143)
('bond', 2096)
('use', 2091)
('common', 2073)
('januari', 2040)
('financi', 1983)
('day', 1974)
('develop', 1946)
('time', 1937)
('board', 1931)
('busi', 1911)
('record', 1895)
('continu', 1878)
('analyst', 1871)
('firm', 1869)
('rise', 1863)
('major', 1855)
('fund', 1838)
('rose', 1837)
('econom', 1814)
('pay', 1812)
('servic', 1799)
('capit', 1784)
('credit', 1781)
('sourc', 1769)
('general', 1763)
('feder', 1733)
('world', 1718)
('minist', 1718)
('produc', 1707)
('spokesman', 1705)
('sell', 1703)
('earlier', 1694)
('earn', 1683)
('futur', 1661)
('base', 1660)
('american', 1651)
('cut', 1643)
('close', 1632)
('japanes', 1629)
('contract', 1620)
('approv', 1616)
('statement', 1586)
('buy', 1583)
('reserv', 1578)
('commiss', 1570)
('import', 1554)
('cost', 1549)
('declin', 1539)
('compar', 1536)
('payment', 1532)
('take', 1532)
('chairman', 1530)
('period', 1525)
('hold', 1513)
('end', 1502)
('announc', 1498)
('gain', 1478)
('program', 1476)
('agre', 1461)
('level', 1454)
('purchas', 1451)
('depart', 1448)
('call', 1448)
('sharehold', 1437)
('stg', 1431)
('lead', 1429)
('growth', 1422)
('cash', 1419)
('franc', 1416)
('hous', 1415)
('chang', 1406)
('point', 1404)
('currenc', 1380)
('public', 1340)
('set', 1329)
('west', 1327)
('reduc', 1324)
('lower', 1316)
('yen', 1314)
('estim', 1311)
('rais', 1287)
('polici', 1286)
('yesterday', 1286)
('mark', 1275)
('open', 1271)
('offic', 1265)
('budget', 1261)
('investor', 1259)
('high', 1246)
('own', 1242)
('subsidiari', 1237)
('asset', 1234)
('receiv', 1221)
('acquir', 1217)
('decemb', 1213)
('bill', 1212)
('june', 1212)
('talk', 1211)
('valu', 1208)
('remain', 1206)
('agricultur', 1204)
('annual', 1202)
('fell', 1194)
('account', 1193)
('long', 1186)
('order', 1184)
('work', 1180)
('central', 1173)
('money', 1163)
('plant', 1160)
('file', 1148)
('member', 1145)
('deficit', 1141)
('dealer', 1134)
('union', 1132)
('fall', 1129)
('start', 1127)
('complet', 1124)
('acquisit', 1124)
('non', 1114)
('demand', 1108)
('higher', 1108)
('figur', 1107)
('addit', 1101)
('avg', 1099)
('support', 1094)
('associ', 1088)
('domest', 1080)
('committe', 1080)
('shrs', 1079)
('economi', 1061)
('dividend', 1059)
('option', 1058)
('privat', 1057)
('negoti', 1056)
('amount', 1056)
('york', 1055)
('move', 1053)
('control', 1050)
('prior', 1048)
('ago', 1032)
('treasuri', 1030)
('averag', 1023)
('brazil', 1016)
('provid', 1015)
('requir', 1014)
('revenu', 1014)
('outstand', 1007)
('ministri', 1005)
('well', 996)
('good', 990)
('commerci', 987)
('incom', 986)
('suppli', 985)
('canada', 977)
('execut', 976)
('european', 975)
('reagan', 957)
('posit', 955)
('prefer', 950)
('allow', 946)
('help', 944)
('convert', 943)
('sold', 939)
('earli', 939)
('trader', 938)
('deal', 936)
('gas', 930)
('third', 924)
('wheat', 922)
('comput', 913)
('mths', 911)
('basi', 909)
('improv', 904)
('rule', 896)
('corpor', 894)
('agenc', 891)
('tender', 890)
('second', 889)
('project', 885)
('sign', 884)
('short', 881)
('bid', 879)
('problem', 878)
('south', 878)
('fiscal', 875)
('repres', 867)
('manufactur', 867)
('effect', 867)
('institut', 866)
('juli', 866)
('limit', 857)
('director', 842)
('held', 842)
('chief', 840)
('area', 838)
('action', 837)
('full', 834)
('canadian', 833)
('comment', 832)
('half', 829)
('reach', 829)
('drop', 828)
('sector', 828)
('surplus', 825)
('charg', 824)
('administr', 819)
('banker', 814)
('previous', 807)
('underwrit', 806)
('consid', 801)
('decis', 800)
('power', 798)
('court', 795)
('measur', 792)
('farm', 789)
('senior', 789)
('stake', 787)
('initi', 786)
('london', 786)
('activ', 784)
('adjust', 782)
('news', 779)
('rang', 772)
('forc', 771)
('div', 764)
('nil', 763)
('mine', 760)
('seek', 757)
('consum', 756)
('save', 741)
('forecast', 741)
('debentur', 740)
('way', 733)
('cent', 731)
('septemb', 730)
('discuss', 729)
('transact', 727)
('gold', 726)
('author', 725)
('proceed', 720)
('plc', 712)
('deposit', 711)
('low', 710)
('want', 709)
('insur', 709)
('energi', 707)
('barrel', 699)
('result', 697)
('number', 696)
('facil', 696)
('british', 691)
('merger', 688)
('car', 687)
('vote', 682)
('aid', 682)
('indic', 681)
('secretari', 677)
('grain', 676)
('equiti', 675)
('yield', 674)
('ask', 671)
('condit', 671)
('soviet', 670)
('reflect', 667)
('joint', 665)
('parti', 664)
('cover', 663)
('output', 661)
('strong', 647)
('form', 647)
('balanc', 646)
('economist', 641)
('standard', 638)
('qtr', 638)
('confer', 637)
('prime', 637)
('washington', 636)
('monetari', 636)
('sugar', 635)
('target', 635)
('spend', 634)
('china', 633)
('baker', 633)
('largest', 631)
('borrow', 631)
('local', 630)
('trust', 629)
('accept', 627)
('crop', 627)
('german', 627)
('within', 627)
('concern', 624)
('germani', 621)
('late', 620)
('exclud', 619)
('crude', 619)
('paper', 613)
('coffe', 613)
('detail', 608)
('list', 608)
('final', 607)
('ship', 604)
('technolog', 602)
('quota', 601)
('divis', 601)
('vice', 600)
('texa', 595)
('competit', 594)
('custom', 594)
('respons', 590)
('creditor', 587)
('one', 586)
('law', 586)
('communiti', 583)
('motor', 582)
('larg', 581)
('inflat', 580)
('season', 580)
('warrant', 576)
('ltd', 575)
('electr', 570)
('western', 568)
('make', 567)
('tokyo', 567)
('schedul', 566)
('involv', 564)
('a', 564)
('packag', 563)
('qtli', 562)
('commod', 561)
('worth', 559)
('data', 559)
('return', 558)
('whether', 557)
('think', 555)
('pressur', 553)
('decid', 552)
('coupon', 549)
('paid', 549)
('post', 547)
('special', 544)
('gulf', 542)
('subordin', 541)
('equip', 540)
('congress', 538)
('head', 538)
('senat', 538)
('octob', 537)
('distribut', 537)
('corn', 537)
('bought', 534)
('build', 533)
('accord', 532)
('pari', 532)
('revis', 527)
('ventur', 521)
('store', 520)
('strike', 520)
('french', 519)
('combin', 516)
('carri', 515)
('petroleum', 512)
('led', 512)
('reform', 511)
('subject', 511)
('matur', 510)
('food', 509)
('effort', 509)
('direct', 508)
('friday', 508)
('hope', 507)
('real', 504)
('airlin', 504)
('right', 504)
('peopl', 504)
('provis', 504)
('without', 503)
('elect', 502)
('process', 499)
('worker', 499)
('review', 498)
('test', 497)
('inc', 497)
('soybean', 496)
('extend', 495)
('resourc', 495)
('quot', 495)
('case', 494)
('exist', 493)
('fourth', 492)
('studi', 492)
('grow', 492)
('press', 491)
('north', 490)
('clear', 489)
('reduct', 488)
('properti', 487)
('restructur', 483)
('liquid', 483)
('air', 482)
('guarante', 481)
('despit', 480)
('opec', 480)
('fed', 479)
('volum', 477)
('farmer', 476)
('engin', 469)
('partner', 468)
('pacif', 462)
('citi', 462)
('face', 461)
('iran', 461)
('chemic', 460)
('region', 460)
('tri', 460)
('perform', 460)
('advanc', 460)
('repay', 458)
('believ', 457)
('design', 455)
('commit', 455)
('fee', 453)
('letter', 452)
('go', 452)
('lend', 452)
('aim', 451)
('name', 448)
('factor', 447)
('main', 447)
('certif', 446)
('reason', 445)
('democrat', 445)
('takeov', 445)
('cooper', 445)
('co', 444)
('shipment', 444)
('split', 443)
('america', 443)
('protect', 442)
('small', 441)
('request', 441)
('novemb', 439)
('holder', 438)
('benefit', 437)
('pact', 436)
('particip', 436)
('polit', 435)
('releas', 435)
('europ', 434)
('broker', 434)
('seri', 432)
('white', 429)
('repurchas', 429)
('expand', 427)
('bpd', 426)
('construct', 426)
('bring', 426)
('free', 426)
('introduc', 425)
('ton', 425)
('tariff', 424)
('taken', 423)
('boost', 422)
('launch', 422)
('britain', 422)
('express', 417)
('part', 417)
('person', 416)
('intend', 413)
('disclos', 413)
('ad', 412)
('council', 412)
('place', 412)
('explor', 408)
('relat', 408)
('fix', 407)
('payabl', 407)
('origin', 407)
('august', 406)
('hour', 406)
('natur', 405)
('leader', 405)
('regul', 404)
('step', 404)
('specul', 403)
('drug', 402)
('electron', 402)
('damag', 401)
('monday', 401)
('fail', 400)
('stabil', 400)
('daili', 400)
('morn', 399)
('latest', 398)
('texaco', 398)
('mortgag', 398)
('poor', 397)
('usda', 396)
('tomorrow', 394)
('swiss', 393)
('class', 393)
('telephon', 392)
('moodi', 389)
('began', 388)
('expir', 387)
('employ', 385)
('legisl', 385)
('jame', 383)
('maintain', 383)
('australian', 382)
('prepar', 381)
('unchang', 381)
('recommend', 379)
('commerc', 378)
('yet', 377)
('discount', 377)
('deliveri', 376)
('princip', 376)
('steel', 375)
('enter', 375)
('need', 373)
('saudi', 373)
('arrang', 373)
('applic', 373)
('impact', 372)
('extraordinari', 371)
('key', 369)
('chicago', 369)
('situat', 367)
('capac', 367)
('intervent', 366)
('grant', 366)
('top', 365)
('question', 363)
('turnov', 363)
('metal', 363)
('util', 361)
('risk', 361)
('replac', 359)
('appear', 359)
('retail', 358)
